GLOBAL ID,REPORTING YEAR,FACILITY PLACE ID,SITE NAME,SITE TYPE,LEAD AGENCY,FAC PRODUCE REC WATER,SOLELY REC TREAT,SUBMIT DATE,FACILITY TYPE,LATITUDE DECIMAL DEGREES,LONGITUDE DECIMAL DEGREES
WDR100039576,2019,826844,City of Pacific Grove,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,Y,4/15/2020,RWP,36.63635,-121.9345
WDR100039680,2019,805968,Pure Water Monterey Groundwater Replenishment Project,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,6/9/2020,WWTP,36.7075,-121.771944
WDR100039670,2019,819577,Pasatiempo Golf Club Recycled Water Project (System No. 4490004),* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,Y,4/22/2020,RWP,37.004556,-122.025256
WDR100040384,2019,739154,Tejon Mountain Village,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,6/24/2020,WWTP,34.82881,-118.8565
NPD100052065,2019,792221,City of San Clemente Segunda Deshecha Runoff Plant,* NPDES,SAN DIEGO RWQCB (REGION 9),N,NaN,6/30/2020,WWTP,NaN,NaN
NPD100052058,2019,222758,Encina Water Pollution Control Facility,* NPDES,SAN DIEGO RWQCB (REGION 9),N,NaN,5/28/2020,WWTP,NaN,NaN
NPD100052061,2019,269989,Vallecitos WD Meadowlark WRP,* NPDES,SAN DIEGO RWQCB (REGION 9),Y,N,6/29/2020,WWTP RW,NaN,NaN
WDR100001067,2020,237748,La Canada WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/29/2021,WWTP RW,34.212,-118.1817
WDR100028344,2020,273115,Fresno Regional WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,5/12/2021,WWTP RW,36.7064,-119.8905
WDR100014231,2020,268842,"Two Harbors STP, Catalina Island",* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/29/2021,WWTP RW,33.4387,-118.4951
NPD100051508,2020,240791,Millbrae WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,4/26/2021,WWTP,37.6037,-122.3789
WDR100000408,2020,246946,Oxnard WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/28/2021,WWTP RW,34.1416,-119.1854
NPD100051564,2020,241288,Montecito SD WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,3/22/2021,WWTP,34.4201,-119.6519
WDR100035569,2020,647900,SCSD Thomas R. Cannell WWTP,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,3/3/2021,WWTP,NaN,NaN
NPD100051602,2020,222491,El Portal WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,1/28/2021,WWTP RW,37.6684,-119.8118
WDR100006793,2020,629209,Alamitos Barrier Recycled Water Project/Leo J. Vander Lans Water Treatment Fac.,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,Y,4/5/2021,RWP,33.8025,-118.0866
WDR100029268,2020,212858,Cambria CSD WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/12/2021,WWTP,35.5632,-121.0908
WDR100033198,2020,239591,Markleeville Wstwtr Trtmnt Sys,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,2/18/2021,WWTP,38.6951,-119.7759
WDR100035384,2020,245581,Oak Shores Lake Nacimiento,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/30/2021,WWTP,35.7532,-120.9851
WDR100000084,2020,734616,New Piru WTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/9/2021,WWTP,34.4008,-118.8254
NPD100051797,2020,252657,Richmond WPCP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,2/18/2021,WWTP,37.9209,-122.3781
WDR100034388,2020,638757,Spalding Tract Sewer System,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,1/14/2021,WWTP,40.6857,-120.7996
NPD100051556,2020,256507,SF Airport Mel Leong TP-Sanitary Waste,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,4/28/2021,WWTP RW,37.6373,-122.3847
WDR100000132,2020,212135,Burbank WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/6/2021,WWTP RW,34.182,-118.3193
NPD100051623,2020,236598,Las Gallinas WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,4/28/2021,WWTP RW,38.0212,-122.5246
WDR100000191,2020,216832,Camrosa Water Reclamation Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/18/2021,WWTP RW,34.1716,-119.0532
WDR100036052,2020,273131,Reedley WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/1/2021,WWTP,36.5819,-119.4654
WDR100001834,2020,249771,Paradise Ranch WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/20/2021,WWTP,34.5723,-118.6897
WDR100001039,2020,266940,Tapia WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/7/2021,WWTP RW,34.0815,-118.7043
WDR100000593,2020,260064,San Clemente Island WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/27/2021,WWTP RW,32.9972,-118.5458
NPD100051554,2020,255462,San Simeon WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/14/2021,WWTP,35.6117,-121.1456
WDR100000609,2020,226149,Hope Gardens Family Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/26/2021,WWTP RW,34.299,-118.4
NPD100051648,2020,234156,"Joint Water Pollution Control Plant, Carson",* NPDES,LOS ANGELES RWQCB (REGION 4),N,NaN,4/29/2021,WWTP,33.8028,-118.2838
WDR100000266,2020,238163,Leachate Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/29/2021,WWTP,34.0267,-117.9168
WDR100001753,2020,237922,Lake Hughes Community WWTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/4/2021,WWTP,34.6742,-118.4347
WDR100000656,2020,271054,Ventura WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/31/2021,WWTP RW,34.2364,-119.2586
NPD100051570,2020,248886,Port Costa WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,4/6/2021,WWTP,38.0483,-122.184
WDR100030497,2020,201070,Madera Cnty #24 Teaford Meadow Lakes WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/26/2021,WWTP,37.2956,-119.5248
WDR100030287,2020,209473,Bieber STP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,4/30/2021,WWTP,41.1158,-121.1376
WDR100001778,2020,242162,Malibu Mesa WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/4/2021,WWTP RW,34.0357,-118.7103
WDR100001584,2020,225881,Fillmore WWTP and Wastewater Recycling Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/30/2021,WWTP RW,34.3905,-118.9403
WDR100001788,2020,242186,Malibu WPCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/4/2021,WWTP,34.0363,-118.6977
WDR100035678,2020,236281,Lake Tamarisk WTP,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,4/26/2021,WWTP,NaN,NaN
WDR100000725,2020,267429,The Thacher School Wastewater Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/15/2021,WWTP,34.4642,-119.1793
NPD100051578,2020,205325,Alturas Municipal WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,1/27/2021,WWTP,41.4834,-120.5435
WDR100000359,2020,766648,Malibu Civic Center Wastewater Treatment Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/30/2021,WWTP RW,34.0358,-118.6977
WDR100026875,2020,204486,Adin CSD,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,2/18/2021,WWTP,41.1855,-120.9469
WDR100034697,2020,264551,Tinsley Island WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/21/2021,WWTP,38.0378,-121.4945
WDR100031475,2020,232259,Imperial CCD WWTP,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,4/30/2021,WWTP,32.8254,-115.5674
WDR100029440,2020,264856,Toyon Middle School,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/26/2021,WWTP,38.2137,-120.7572
WDR100032874,2020,248791,Point Arena Wastewater Treatment Plant,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,2/11/2021,WWTP,38.9082,-123.6925
WDR100039801,2020,216428,Cuyama CSD WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,4/27/2021,WWTP RW,34.9513,-119.6942
WDR100000740,2020,267585,Tivoli Cove WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/28/2021,WWTP,34.0291,-118.7535
WDR100001164,2020,235738,Los Angeles-Glendale WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/6/2021,WWTP RW,34.1408,-118.274
WDR100001153,2020,267571,Donald C. Tillman WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/6/2021,WWTP RW,34.1796,-118.482
WDR100047175,2020,220548,Donner Summit PUD WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/29/2021,WWTP RW,39.3261,-120.3933
WDR100001158,2020,232063,Hyperion WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/25/2021,WWTP RW,33.9245,-118.4318
NPD100051622,2020,230588,Holtville City WWTP,* NPDES,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,1/13/2021,WWTP,32.8257,-115.4299
WDR100029844,2020,244569,North Shore WRP,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,4/22/2021,WWTP,33.526,-115.9387
WDR100033632,2020,263044,Tecopa Hot Springs Resort LLC,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/28/2021,WWTP,35.8696,-116.2346
WDR100029786,2020,209999,Bombay Beach STP,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,4/22/2021,WWTP,33.3634,-115.7264
WDR100001050,2020,226148,Forester & Fire Warden Camp 13,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/30/2021,WWTP,34.0848,-118.8639
WDR100011310,2020,260486,Jose Flores WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/15/2021,WWTP,34.2761,-119.1468
WDR100000730,2020,260412,Thomas Aquinas College,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/15/2021,WWTP,34.4291,-119.0867
WDR100001453,2020,243377,Moorpark WWTP - WRR,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/16/2021,WWTP RW,34.2719,-118.936
NPD100051903,2020,255703,Santa Rosa Laguna Subregional Water Reclamation Facility,* NPDES,NORTH COAST RWQCB (REGION 1),Y,N,4/19/2021,WWTP RW,38.3688,-122.7659
WDR100001876,2020,260219,San Nicolas Island WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/14/2021,WWTP,33.2541,-119.4801
NPD100051545,2020,272790,"Windsor Wastewater Treatment, Reclamation, and Disposal Facility",* NPDES,NORTH COAST RWQCB (REGION 1),Y,N,4/19/2021,WWTP RW,38.5383,-122.8168
WDR100039533,2020,236190,Lake California WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,2/16/2021,WWTP RW,40.3348,-122.2115
WDR100029854,2020,247419,Palm Desert WRP #10,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),Y,N,4/22/2021,WWTP RW,33.758,-116.3564
WDR100037636,2020,248753,Plymouth WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,5/26/2021,WWTP,38.4819,-120.8447
NPD100051575,2020,216446,Coachella Valley WD WWTP,* NPDES,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,4/22/2021,WWTP,33.3531,-116.1214
WDR100000744,2020,267637,Top O'Topanga Community Association WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/30/2021,WWTP RW,34.137,-118.5994
NPD100051511,2020,240093,McKinleyville WWTP,* NPDES,NORTH COAST RWQCB (REGION 1),Y,N,3/19/2021,WWTP RW,40.9418,-124.1232
WDR100028673,2020,259203,Moreno Valley RWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,3/23/2021,WWTP RW,33.872,-117.2161
WDR100001741,2020,235826,Whittier Narrows Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/29/2021,WWTP RW,34.0217,-118.0728
NPD100051642,2020,212739,Calipatria City WWTP,* NPDES,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,4/11/2021,WWTP,33.1478,-115.5514
WDR100001744,2020,238562,Long Beach WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/29/2021,WWTP RW,33.8042,-118.0903
NPD100051477,2020,254981,Sacramento Regional WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,2/25/2021,WWTP RW,38.4487,-121.4637
WDR100001745,2020,238646,Los Coyotes WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/30/2021,WWTP RW,33.8797,-118.1072
NPD100051486,2020,219223,City of Davis WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,2/17/2021,WWTP RW,38.5932,-121.6709
WDR100001746,2020,250700,Pomona Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/29/2021,WWTP RW,34.0559,-117.7904
WDR100001622,2020,229051,Gorman WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/28/2021,WWTP,34.489,-118.5244
WDR100031592,2020,230282,Hidden Valley Lake WRF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,1/22/2021,WWTP RW,38.7976,-122.5537
WDR100005138,2020,242135,Malibu Bay Club WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/15/2021,WWTP,34.0495,-118.9538
WDR100036278,2020,214671,City of Wheatland WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/1/2021,WWTP,39.007,-121.4232
WDR100014340,2020,216719,Camarillo WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/13/2021,WWTP RW,34.1917,-119.003
WDR100037396,2020,257763,Sonora Regional WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,3/21/2021,WWTP RW,37.975,-120.3911
NPD100051580,2020,227818,Grass Valley City WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/11/2021,WWTP,39.2057,-121.0686
WDR100027202,2020,208668,Banning STP-Non NPDES,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,4/6/2021,WWTP,NaN,NaN
WDR100016910,2020,805193,Vista Canyon Water Factory,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/30/2021,WWTP,34.4139,-118.436
NPD100051589,2020,245949,Olivehurst WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,5/17/2021,WWTP,39.0651,-121.5507
WDR100039456,2020,824178,Edward C. Little WRP- West Coast Basin Barrier Project - Expansion Phase III,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,Y,4/30/2021,RWP,33.9093,-118.3934
WDR100031015,2020,229643,Happy Camp WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,5/12/2021,WWTP,41.7762,-123.399
WDR100001083,2020,260156,San Jose Creek Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/29/2021,WWTP RW,33.9306,-118.1067
WDR100037264,2020,872487,Tulare WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/11/2021,WWTP,36.2291,-119.3668
WDR100000047,2020,273663,Edward C. Little Water Recycling Plant (Recycled Water Irrigation),* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,Y,4/30/2021,RWP,33.908,-118.3946
WDR100029790,2020,216445,CVWD Improv Dist #58,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),Y,N,4/22/2021,WWTP RW,33.7724,-116.2552
WDR100029368,2020,235798,La Contenta WWT & RF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/29/2021,WWTP RW,38.1706,-120.8203
WDR100028129,2020,212899,Camino Heights WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/8/2021,WWTP,38.7331,-120.7149
WDR100001085,2020,260494,Saugus Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/29/2021,WWTP RW,34.4138,-118.5398
NPD100051543,2020,272960,Woodland Water Pollution Control Facility,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,3/8/2021,WWTP RW,38.6617,-121.7136
WDR100001103,2020,270849,Valencia WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/29/2021,WWTP RW,34.4331,-118.5927
NPD100051633,2020,236236,Lake of the Pines WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/29/2021,WWTP,39.0341,-121.0812
WDR100001228,2020,207053,Acton Rehabilitation Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/30/2021,WWTP,34.4495,-118.1984
NPD100051948,2020,259156,Michelson WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,4/30/2021,WWTP RW,33.6621,-117.7958
WDR100001229,2020,273397,Warm Springs Rehabilition Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/30/2021,WWTP,34.6069,-118.5583
WDR100036493,2020,272837,Winters WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,1/19/2021,WWTP,38.5229,-121.9661
WDR100029562,2020,245564,Oak Hills Development WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/2/2021,WWTP,36.7797,-121.7182
WDR100033665,2020,726996,Monterey Regional Reclamation (Producer),* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,Y,5/12/2021,RWP,36.7138,-121.7677
WDR100039670,2020,819577,Pasatiempo Golf Club Recycled Water Project (System No. 4490004),* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,Y,4/28/2021,RWP,37.0046,-122.0253
WDR100000849,2020,650554,Santa Paula WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,2/11/2021,WWTP RW,34.3353,-119.0829
NPD100051502,2020,268926,UC Davis Main WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,3/31/2021,WWTP RW,38.5223,-121.7557
WDR100001505,2020,268043,Encinal Canyon Water Recycling Plant on Tract 46277,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/26/2021,WWTP,34.0514,-118.8717
WDR100000869,2020,261253,Simi Valley WQCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,4/6/2021,WWTP RW,34.2859,-118.8143
WDR100040384,2020,739154,Tejon Mountain Village,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,5/17/2021,WWTP,34.8288,-118.8565
WDR100033958,2020,239317,Manila CSD WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,5/19/2021,WWTP,NaN,NaN
WDR100029087,2020,212776,Calpella CWD WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,4/22/2021,WWTP,39.2248,-123.2029
WDR100029468,2020,214559,Circle Oaks WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,5/17/2021,WWTP,38.4125,-122.2021
WDR100030788,2020,236258,Lake Shastina CSD STP,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,1/29/2021,WWTP RW,41.5572,-122.3775
WDR100029656,2020,214812,Clearlake Oaks Co WTR Dis WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/21/2021,WWTP,39.0139,-122.654
WDR100031326,2020,227843,Grayson Comm Serv Dist WTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,3/14/2021,WWTP,37.5656,-121.1837
WDR100035561,2020,219671,SCSD Desert Shores WWTP,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,3/3/2021,WWTP,NaN,NaN
WDR100030712,2020,244785,NW Regional Waste Disp Fac,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/9/2021,WWTP RW,39.1101,-122.9112
NPD100051937,2020,219552,Delta Diablo WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,3/15/2021,WWTP RW,38.0156,-121.8419
WDR100034842,2020,252762,Rio Ramaza WW Disposal Ponds,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,5/17/2021,WWTP,38.824,-121.4836
WDR100035552,2020,252871,Riverbank WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/11/2021,WWTP,37.7445,-120.9397
NPD100051610,2020,219398,Deer Creek WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/8/2021,WWTP RW,38.6295,-120.9872
WDR100030715,2020,257927,Southeast Regional WW System,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/9/2021,WWTP RW,38.9836,-122.6271
NPD100051497,2020,255337,San Juan Bautista WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/18/2021,WWTP,36.8495,-121.545
WDR100001460,2020,267596,Todd Road Jail WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/9/2021,WWTP,34.307,-119.1112
NPD100051550,2020,206164,Arcata City WWTF,* NPDES,NORTH COAST RWQCB (REGION 1),N,NaN,2/12/2021,WWTP,40.8664,-124.0867
WDR100018599,2020,268548,Trancas WPCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,3/4/2021,WWTP,34.0316,-118.8399
WDR100027900,2020,259181,Big Bear WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,2/12/2021,WWTP RW,34.2656,-116.815
WDR100052066,2020,244174,New Don Pedro WW Facilities,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/16/2021,WWTP,37.8335,-120.3377
WDR100032130,2020,245602,Oakdale WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/11/2021,WWTP,37.776,-120.8671
WDR100037634,2020,272456,Whitehawk Ranch WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,4/27/2021,WWTP RW,39.7213,-120.5468
NPD100051509,2020,240318,Mendocino County WWD#2-Anchor Bay,* NPDES,NORTH COAST RWQCB (REGION 1),N,NaN,3/11/2021,WWTP,38.8035,-123.5729
WDR100037623,2020,225579,Furn Crk Inn & Ranch Pack STP,* WDR Site,LAHONTAN RWQCB (REGION 6V),Y,N,4/28/2021,WWTP RW,36.4553,-116.8736
WDR100033948,2020,239291,Mammoth Mtn Ski Area WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/19/2021,WWTP,37.6556,-119.0371
WDR100035760,2020,266519,Trona & Pioneer Point WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/21/2021,WWTP,35.789,-117.3637
NPD100051506,2020,215750,City of Corning WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,1/20/2021,WWTP,39.9143,-122.1208
WDR100030064,2020,233460,Jamestown Sanitary District WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/20/2021,WWTP,37.9423,-120.4322
WDR100030626,2020,237459,Los Ranchos MHP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,5/17/2021,WWTP,34.5569,-117.2086
WDR100035292,2020,252613,Richardson Springs CSD,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,4/6/2021,WWTP,39.8283,-121.8221
WDR100033942,2020,266223,Tracy WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,3/25/2021,WWTP,37.7652,-121.4249
NPD100051533,2020,225055,Fort Bragg City WWTP,* NPDES,NORTH COAST RWQCB (REGION 1),N,NaN,1/27/2021,WWTP,39.4387,-123.8148
WDR100037607,2020,206381,Arnold WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/29/2021,WWTP,38.2253,-120.3697
NPD100051569,2020,272646,Willits City WWTP,* NPDES,NORTH COAST RWQCB (REGION 1),Y,N,2/11/2021,WWTP RW,39.4094,-123.347
WDR100033359,2020,225068,Fort Irwin WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),Y,N,4/26/2021,WWTP RW,35.2512,-116.666
NPD100051596,2020,256050,Graton CSD,* NPDES,NORTH COAST RWQCB (REGION 1),Y,N,2/17/2021,WWTP RW,38.4497,-122.8808
WDR100026775,2020,638334,Southern Regional Tertiary Treatment Plant,* WDR Site,SAN DIEGO RWQCB (REGION 9),Y,N,1/13/2021,WWTP RW,33.2302,-117.3925
NPD100051619,2020,259214,EVMWD Regional WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,4/16/2021,WWTP RW,33.6841,-117.344
WDR100037620,2020,255679,Santa Maria WWTP,* WDR Site,SAN DIEGO RWQCB (REGION 9),Y,N,4/22/2021,WWTP RW,33.0299,-116.9005
WDR100028325,2020,259194,EVMWD Horsethief Canyon WWTP,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,4/16/2021,WWTP RW,33.7331,-117.4275
WDR100036177,2020,735700,Western MWD - Murrieta Division Area,* WDR Site,SAN DIEGO RWQCB (REGION 9),N,NaN,4/29/2021,WWTP,33.5562,-117.2109
WDR100028327,2020,259210,EVMWD Railroad Canyon WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,4/16/2021,WWTP RW,33.6671,-117.2645
WDR100028677,2020,259209,Perris Valley RWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,3/23/2021,WWTP RW,33.7638,-117.2057
WDR100027897,2020,208930,BB Reg WWA-Lucerne Vly,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),Y,N,2/12/2021,WWTP RW,NaN,NaN
WDR100028736,2020,259223,Sun City RWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),N,NaN,3/9/2021,WWTP,33.6966,-117.2112
NPD100051898,2020,244348,Niland SD WWTP,* NPDES,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,3/29/2021,WWTP,33.2273,-115.5617
NPD100051952,2020,267130,Terminal Island Water Reclamation Plant,* NPDES,LOS ANGELES RWQCB (REGION 4),Y,N,3/25/2021,WWTP RW,33.749,-118.2527
WDR100028457,2020,225089,Fortuna City WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,2/11/2021,WWTP,40.5915,-124.1582
WDR100030994,2020,272444,White Slough Water Pollution Control Facility,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/13/2021,WWTP RW,38.0944,-121.3812
